gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Expression,ipr,description
ACROYT_G038995,97.6441067767256,-1.34213305221309,0.243428712887673,-5.51345417018409,3.51858691073372e-8,2.58632893114694e-5,Down,CalX-like domain superfamily;Calcium/Cation Antiporter;Sodium/calcium exchanger membrane region;Na-Ca exchanger/integrin-beta4,Belongs to the Ca(2 ) cation antiporter (CaCA) (TC 2.A.19) family
ACROYT_G041344,86.933408041939,-3.31832074420353,0.601511815171508,-5.51663435448459,3.45553336293024e-8,2.58632893114694e-5,Down,NA,Common central domain of tyrosinase
ACROYT_G001680,119.324042144299,1.6905133092262,0.308132961970072,5.48631116391369,4.10413704382041e-8,2.85813539744569e-5,Up,"Cyclin-dependent kinase, regulatory subunit;Cyclin-dependent kinase, regulatory subunit superfamily",cyclin-dependent protein serine/threonine kinase activator activity
ACROYT_G017544,156.066418022584,1.0953444605651,0.200428912740494,5.46500225735049,4.62900913035386e-8,2.85813539744569e-5,Up,"Tyrosine-protein kinase BAZ1B, PHD finger;Tyrosine-protein kinase BAZ1B;WHIM2 domain;Zinc finger, FYVE/PHD-type;Zinc finger, PHD-finger;Bromodomain;Bromodomain-like superfamily",histone kinase activity
ACROYT_G018076,396.872080807919,-2.47132092900205,0.451714094973791,-5.47098475894457,4.4754178897915e-8,2.85813539744569e-5,Down,"Immunoglobulin-like domain superfamily;Serine-threonine/tyrosine-protein kinase, catalytic domain;Protein kinase-like domain superfamily;Receptor Tyrosine Kinase",Belongs to the protein kinase superfamily. Tyr protein kinase family. CSF-1 PDGF receptor subfamily
ACROYT_G039193,75.5887857731171,-1.8334241863678,0.335248302896463,-5.46885448942609,4.52953405904513e-8,2.85813539744569e-5,Down,"Forkhead box protein J1, forkhead domain;Fork head domain;Winged helix DNA-binding domain superfamily;Forkhead box protein J1",positive regulation of lung ciliated cell differentiation
ACROYT_G000539,391.919847493446,-2.32100331934347,0.42757804531915,-5.42825653644364,5.69072050974347e-8,3.25340599216297e-5,Down,Zinc finger C2H2 superfamily;-,C2H2-type zinc finger
ACROYT_G032528,347.812005464444,1.18022669217096,0.217166917881763,5.43465231114776,5.49033822642875e-8,3.25340599216297e-5,Up,NA,zinc ion binding
ACROYT_G009762,451.616637396414,1.21217154542436,0.225324757990467,5.37966425099032,7.46248821536864e-8,4.11396314615823e-5,Up,Coiled-coil-helix-coiled-coil-helix domain-containing protein 2/10-like,regulation of cellular response to hypoxia
ACROYT_G021400,34.6807257798221,1.97830293311533,0.369289239527887,5.35705544966451,8.45891666567762e-8,4.48708682357311e-5,Up,"Phospholipid/glycerol acyltransferase;-;Acyltransferase, C-terminal domain",1-acylglycerol-3-phosphate O-acyltransferase activity
ACROYT_G034266,343.072865078445,-1.82364630583003,0.340770122084758,-5.351544010588,8.72069219403948e-8,4.48708682357311e-5,Down,CCAAT/enhancer-binding protein C/EBP;Basic-leucine zipper domain superfamily;-;Basic-leucine zipper domain,"sequence-specific DNA binding. It is involved in the biological process described with regulation of transcription, DNA-templated"
ACROYT_G036945,72.6888308698266,-3.43019890879886,0.642389821394742,-5.33974666869922,9.3076550224369e-8,4.489780091448e-5,Down,"Thrombospondin type-1 repeat superfamily;Galactose-binding-like domain superfamily;Coagulation factor 5/8, C-terminal domain;Thrombospondin type-1 (TSP1) repeat;-","Coagulation factor 5/8 C-terminal domain, discoidin domain"
ACROYT_G020552,627.940311516569,-1.94459783724164,0.366025774789042,-5.31273470662661,1.07992199928348e-7,4.90284587674698e-5,Down,"STARD10, START domain;START domain;START domain-containing lipid transfer",StAR-related lipid transfer (START) domain containing 10
ACROYT_G028382,176.301263613944,-2.01104439903894,0.378156231341161,-5.3180252825839,1.04899495701682e-7,4.90284587674698e-5,Down,"SRCR-like domain superfamily;MAM domain;Immunoglobulin-like domain superfamily;Serine proteases, trypsin domain;SRCR domain;Concanavalin A-like lectin/glucanase domain superfamily;Peptidase S1, PA clan",carbohydrate binding
ACROYT_G032916,284.708775159761,-2.99782957409972,0.565871512148007,-5.2977213196688,1.17256740431396e-7,5.17135727228292e-5,Down,ETS family;Winged helix DNA-binding domain superfamily;Ets domain,sequence-specific DNA binding
ACROYT_G011819,527.908017429728,2.15746549822957,0.412677984383523,5.22796364204524,1.71387201992681e-7,6.50716983735119e-5,Up,NA,NA
ACROYT_G031700,17.768100655061,-3.47719391247282,0.665881099727695,-5.22194414872983,1.77054374947363e-7,6.50716983735119e-5,Down,NA,NA
ACROYT_G032710,633.0994901646,1.34322042227437,0.25636431148712,5.23949848745564,1.61013566133958e-7,6.50716983735119e-5,Up,"Pyridoxal phosphate-dependent transferase;8-amino-7-oxononanoate synthase class-II;Aminotransferase, class I/classII, large domain;5-aminolevulinate synthase presequence",N-succinyltransferase activity
ACROYT_G034023,161.026775801859,1.96150839455069,0.374241890703768,5.24128496374908,1.59462232245809e-7,6.50716983735119e-5,Up,Glutaredoxin;Thioredoxin-like superfamily,Glutaredoxin
ACROYT_G036475,170.574897038132,-3.66705019517412,0.698838268528741,-5.24735172688,1.54301143258171e-7,6.50716983735119e-5,Down,NA,NA
ACROYT_G002097,87.6196966225438,-1.21963972698169,0.237319520363631,-5.13923054080382,2.7586577381318e-7,9.5367274666555e-5,Down,"Sushi/SCR/CCP domain;-;Sushi/SCR/CCP superfamily;von Willebrand factor A-like domain superfamily;Peptidase S1, PA clan;Serine proteases, trypsin domain;von Willebrand factor, type A",Trypsin-like serine protease
ACROYT_G039803,165.960990444708,1.65285445282176,0.321706707218815,5.13776808419954,2.7802068929742e-7,9.5367274666555e-5,Up,"Carbamoyl phosphate synthase, ATP-binding domain;Pre-ATP-grasp domain superfamily;Pyruvate carboxyltransferase;Carboxylase, conserved domain;Biotin carboxylase-like, N-terminal domain;Pyruvate carboxylase-like;Biotin/lipoyl attachment;Rudiment single hybrid motif;Single hybrid motif;Biotin carboxylase, C-terminal",pyruvate carboxylase activity
ACROYT_G025527,170.17864326243,-1.4629705752967,0.285893585425637,-5.11718572880406,3.10128201850466e-7,1.0406823747312e-4,Down,PPM-type phosphatase-like domain;Protein phosphatase 2C;PPM-type phosphatase-like domain superfamily,[pyruvate dehydrogenase (lipoamide)] phosphatase activity
ACROYT_G022051,88.9129086914613,5.82450965517831,1.14328136691792,5.09455486962072,3.49561586786852e-7,1.0890833889349e-4,Up,DZIP3-like HEPN domain,interleukin-8 biosynthetic process
ACROYT_G023555,1432.54232228131,1.30073434010202,0.255386299629189,5.09320328455614,3.52063853743988e-7,1.0890833889349e-4,Up,Peroxiredoxin-like 2A/B/C,prostaglandin-F synthase activity
ACROYT_G023742,133.678035753143,-4.22304000494484,0.829271879907159,-5.09246738888292,3.53433519814385e-7,1.0890833889349e-4,Down,NA,NA
ACROYT_G027646,1021.4458304009,-1.8784725924803,0.368871870433429,-5.09247991795382,3.53410157438356e-7,1.0890833889349e-4,Down,Sterile alpha motif/pointed domain superfamily;-;Pointed domain,Sterile alpha motif (SAM)/Pointed domain
ACROYT_G019788,1735.07186547146,-7.12493391189697,1.40166754598804,-5.08318390640527,3.71160014598643e-7,1.1017742279509e-4,Down,NA,NA
ACROYT_G018370,144.622239866757,-3.7845117124195,0.746922356249692,-5.06680738734557,4.0454325388454e-7,1.169456784641e-4,Down,NA,NA
ACROYT_G003752,253.430408099104,-1.65810458260411,0.327649689520482,-5.06060172079138,4.17935416728795e-7,1.1729547441137e-4,Down,"Apical junction component;Apical junction molecule ajm1, alpha/beta domain",cell-cell junction organization
ACROYT_G022747,51.8344063818065,-3.15775385829766,0.625781069857704,-5.04610000269855,4.50919458407951e-7,1.2197414302062e-4,Down,"von Willebrand factor A-like domain superfamily;-;VWA7, Ig-like domain;VWA7, N-terminal domain;VWA7;Hemicentin-1-like, von Willebrand factor A domain",Von Willebrand factor A
ACROYT_G021449,1512.33777710944,-1.78573273954785,0.359076889701859,-4.97312077374442,6.58835865415634e-7,1.6947953926382e-4,Down,"Protein kinase-like domain superfamily;Ribosomal S6 kinase, N-terminal catalytic domain;Protein kinase domain",ribosomal protein S6 kinase
ACROYT_G032670,20.1285124034063,-2.24088400889717,0.45088788375826,-4.96993618506413,6.69749410151141e-7,1.6947953926382e-4,Down,Calcium-dependent secretion activator,Domain of Unknown Function (DUF1041)
ACROYT_G024992,124.891667618762,2.17199033342416,0.437390273208302,4.96579477520702,6.84202795803479e-7,1.7034442509713e-4,Up,Histidine kinase/HSP90-like ATPase superfamily;Sacsin/Nov domain;Sacsin chaperone regulator;HEPN domain,negative regulation of inclusion body assembly
ACROYT_G036138,12.5435566035377,4.75862794814586,0.958970895003551,4.96222353873237,6.96907218802483e-7,1.7075333062595e-4,Up,NA,NA
ACROYT_G018858,109.710967582218,-1.09574246358224,0.22155412147854,-4.94571013290031,7.58667810982298e-7,1.8298119266129e-4,Down,NA,NA
ACROYT_G031817,69.8311923274748,1.47832659758078,0.299918530047996,4.92909390208137,8.26118632794356e-7,0.00019321162448202001,Up,"Zinc finger, MIZ-type;E3 SUMO-protein ligase Nse2 (Mms21);-","NSE2 MMS21 homolog, SMC5-SMC6 complex SUMO ligase"
ACROYT_G034760,211.612920887705,-1.52482030162062,0.309925829285029,-4.91995231613398,8.65652991146947e-7,1.9943611300513e-4,Down,"Cyclin-like superfamily;Cyclin, N-terminal",regulation of cyclin-dependent protein serine/threonine kinase activity
ACROYT_G009087,814.161310366319,1.35846738486332,0.277124603926231,4.90200929696207,9.48613458027215e-7,2.1533525497217e-4,Up,Ribonucleotide reductase small subunit family;Ribonucleotide reductase small subunit;Ferritin-like superfamily,ribonucleoside-diphosphate reductase activity
ACROYT_G006757,144.269963338876,1.88324001531655,0.385519730241668,4.88493809158878,1.03461356704048e-6,2.2814707172624e-4,Up,Protein kinase domain;Protein kinase-like domain superfamily;-;Cyclin-dependent kinase,RNA polymerase II CTD heptapeptide repeat kinase activity
ACROYT_G034602,120.665088579415,-1.36904327962298,0.280161871421502,-4.88661527236612,1.02584275611532e-6,2.2814707172624e-4,Down,"Glycosyl transferase, family 31",galactosyltransferase activity
ACROYT_G011479,76.1378989743985,-2.05650422613302,0.421857981141294,-4.87487334142491,1.08878289425031e-6,2.3342295493955e-4,Down,Death-like domain superfamily;-;FAS-associated death domain protein;Death domain,Receptor (TNFRSF)-interacting serine-threonine kinase 1
ACROYT_G041723,377.478614257545,-1.07423140788483,0.220270750225196,-4.87686815787652,1.0778342324409e-6,2.3342295493955e-4,Down,"Mitochondrial Carrier;Mitochondrial carrier protein domain superfamily;Mitochondrial carrier protein, transmembrane region",mitochondrial carnitine acylcarnitine carrier
ACROYT_G039481,706.575813238027,2.06051495741229,0.427199105174819,4.82331290597877,1.41193205939315e-6,2.9452139552422e-4,Up,Lipocalin/cytosolic fatty-acid binding domain;Calycin;-;Lipocalin Blc-like domain,Lipocalin-like domain
ACROYT_G037757,183.721828595579,-1.13934739523484,0.23680766746838,-4.81127747008854,1.49968646361041e-6,2.9678410579859e-4,Down,NA,NA
ACROYT_G042776,44.7121680843616,-1.88151692227868,0.390920931619673,-4.81303703662818,1.48653726463288e-6,2.9678410579859e-4,Down,NA,NA
ACROYT_G043168,203.416392418551,1.05563982474121,0.219374541733193,4.81204344132645,1.49394869197586e-6,2.9678410579859e-4,Up,"RecF/RecN/SMC, N-terminal;Smc2, ATP-binding cassette domain;SMCs flexible hinge superfamily;P-loop containing nucleoside triphosphate hydrolase;-;SMCs flexible hinge",Structural maintenance of chromosomes
ACROYT_G043623,737.002454774423,1.34428882607321,0.279247264907565,4.81397311632826,1.47958720807315e-6,2.9678410579859e-4,Up,C-type lectin fold;Sulfatase-modifying factor enzyme-like domain;S-adenosyl-L-methionine-dependent methyltransferase superfamily;Sulfatase Modifying Factor and Kinase,Sulfatase-modifying factor enzyme 1
ACROYT_G013311,75.0897926031198,-1.68615432543615,0.351004164135415,-4.80380148648506,1.55681184228161e-6,3.0418921009441e-4,Down,NA,NA
ACROYT_G020691,100.386762342028,1.43813893195029,0.300133967862109,4.79165667982979,1.65409773414613e-6,3.1915815780349e-4,Up,NA,NA
ACROYT_G000590,255.970436502769,1.11228868594488,0.232949083387904,4.7748146065581,1.7987288232896e-6,3.4277997674442e-4,Up,Tubulin binding cofactor A;Tubulin binding cofactor A superfamily,post-chaperonin tubulin folding pathway
ACROYT_G008241,93.8208871028967,2.35115597422226,0.493245658374503,4.76670384078093,1.87264260868805e-6,3.5251355253303e-4,Up,NA,NA
ACROYT_G032995,104.08991927776,-1.24314310763754,0.261319798603326,-4.75717153572655,1.96324336477843e-6,3.6511595877975e-4,Down,Immunoglobulin-like domain superfamily;Fibronectin type III superfamily;Immunoglobulin I-set;Fibronectin type III,cell division
ACROYT_G011871,108.211646432589,1.5181237993934,0.320136832105407,4.74210914567166,2.11504615183619e-6,3.8409238117345e-4,Up,"TPX2;TPX2 central domain;TPX2, C-terminal",Targeting protein for Xklp2
ACROYT_G035302,112.270390031527,1.57266048851299,0.331619869993678,4.74235904061771,2.11243807658167e-6,3.8409238117345e-4,Up,"DNA photolyase, N-terminal;Cryptochrome/DNA photolyase, FAD-binding domain-like superfamily;DNA Photolyase Class-2;Cryptochrome/photolyase, N-terminal domain superfamily",Deoxyribodipyrimidine photo-lyase activity. It is involved in the biological process described with DNA repair
ACROYT_G023743,93.4909658381971,-3.70033034931543,0.781318916855623,-4.73600506718462,2.17972139854178e-6,3.86737695493e-4,Down,NA,NA
ACROYT_G001909,85.5915200218109,1.75616800582702,0.371513591673432,4.72706260332658,2.27791051707939e-6,3.9956621297315e-4,Up,"PCNA-associated factor, histone-like domain;PCNA-associated factor",PCNA-associated factor
ACROYT_G013132,285.867103857244,1.50449746499812,0.318778403409674,4.71957149200171,2.36341973872737e-6,4.099072706404e-4,Up,Plasmanylethanolamine desaturase;Lipid desaturase domain,transmembrane protein 189
ACROYT_G000854,61.2013134760364,1.73824052635356,0.370623299724002,4.6900465449636,2.73142908680959e-6,4.6847043759992e-4,Up,Alpha-ketoglutarate-dependent hydroxylases;TauD/TfdA-like domain;-,"Taurine catabolism dioxygenase TauD, TfdA family"
ACROYT_G008812,54.1695251729439,-1.92743241480966,0.411988578111947,-4.67836371494243,2.89173271492396e-6,4.905141339293e-4,Down,"RNA-dependent RNA polymerase;RDRP, core domain",RNA dependent RNA polymerase
ACROYT_G008089,236.283072223147,1.56821768439017,0.335992486194706,4.66741891210445,3.05007060613869e-6,5.1174880300387e-4,Up,"Ferrochelatase;-;Ferrochelatase, N-terminal;Ferrochelatase, C-terminal",Catalyzes the ferrous insertion into protoporphyrin IX
ACROYT_G023804,75.9297663847411,1.47510680783162,0.316333381424525,4.66313988485459,3.11420910692506e-6,5.168917395107e-4,Up,"P-loop containing nucleoside triphosphate hydrolase;-;CobW/HypB/UreG, nucleotide-binding domain;Urease accessory protein UreG",urease accessory protein
ACROYT_G004735,19.7060622275549,-6.89553592521513,1.48189584293075,-4.65318528161722,3.26846308018178e-6,5.3672336282644e-4,Down,"Fibrillar collagen, C-terminal;Fibrinogen-like, C-terminal",ephrin receptor activity
ACROYT_G029704,11240.2595085971,1.08301695265112,0.232885841425025,4.65041990541012,3.31259877155879e-6,5.3824499618717e-4,Up,Ferritin;Ferritin-like superfamily;Ferritin/DPS domain;-,"Stores iron in a soluble, non-toxic, readily available form. Important for iron homeostasis. Iron is taken up in the ferrous form and deposited as ferric hydroxides after oxidation"
ACROYT_G037317,178.890768659243,-1.80144867508721,0.388068503997465,-4.64208936445658,3.44903619367532e-6,5.5457627797471e-4,Down,NA,NA
ACROYT_G004692,108.720816511544,-2.81675655772257,0.610825397607618,-4.6113939740469,3.99977652807153e-6,6.2932329432143e-4,Down,NA,NA
ACROYT_G005307,190.532839436889,1.17873747891059,0.255834675045562,4.6074187508033,4.07698428557553e-6,6.2932329432143e-4,Up,Protein phosphatase 1 binding domain;Forkhead-associated (FHA) domain;SMAD/FHA domain superfamily,regulation of chromosome segregation
ACROYT_G017973,525.127531702,-2.49362014965294,0.540988872274758,-4.60937419871082,4.0388282988557e-6,6.2932329432143e-4,Down,NA,Reverse transcriptase (RNA-dependent DNA polymerase)
ACROYT_G024338,52.3519153311299,-1.64104545057775,0.356434163276275,-4.60406330160265,4.14326434829449e-6,6.3322206416112e-4,Down,"ARID DNA-binding domain superfamily;Zinc finger, CW-type;Zinc finger CW-type PWWP domain protein ZCWPW1/ZCWPW2;ARID DNA-binding domain;PWWP domain",Zinc finger CW-type PWWP domain protein 2
ACROYT_G032585,59.854763627465,-1.18058542248857,0.25737813483248,-4.58696859877775,4.49728292021285e-6,6.8058881525887e-4,Down,"Saccharopine dehydrogenase-like, C-terminal;NAD(P)-binding domain superfamily;Saccharopine dehydrogenase, NADP binding domain;Alanine dehydrogenase/pyridine nucleotide transhydrogenase, N-terminal;Alpha-aminoadipic semialdehyde synthase","saccharopine dehydrogenase (NADP+, L-lysine-forming) activity"
ACROYT_G011372,119.512071171898,1.34337237041225,0.293067771050631,4.58382839435512,4.56538962393753e-6,6.8418790519514e-4,Up,Protein kinase-like domain superfamily;Aurora kinase-like;Protein kinase domain,Aurora kinase A
ACROYT_G011729,18.727386867665,-2.04094315089727,0.44573888991658,-4.57878636364718,4.67681561872757e-6,6.9351071298558e-4,Down,Cytochrome P450 superfamily;Cytochrome P450,Belongs to the cytochrome P450 family
ACROYT_G023766,752.800008455944,-2.01060707046798,0.439287216292967,-4.57697605551781,4.71745431870214e-6,6.9351071298558e-4,Down,Cytochrome P450;Cytochrome P450 superfamily,monooxygenase activity
ACROYT_G026623,118.13087734481,1.23101074952807,0.269980145852308,4.55963435993361,5.12427629310062e-6,7.4621064962548e-4,Up,Phosphoribosyltransferase domain;Hypoxanthine-guanine phosphoribosyltransferase;Phosphoribosyltransferase-like,Belongs to the purine pyrimidine phosphoribosyltransferase family
ACROYT_G001336,657.055538871934,-2.00675588751277,0.441488499584821,-4.54543185020661,5.48227337605845e-6,7.9088197974615e-4,Down,Homedomain-like superfamily;Homeodomain;Paired domain;PAX family,regulation of glutamatergic neuron differentiation
ACROYT_G037218,41.2687802507922,-2.9048045579491,0.640884926462597,-4.53249005867925,5.82924203447373e-6,8.2550623893703e-4,Down,NA,NA
ACROYT_G043964,102.221376654687,1.24414429499448,0.275146330588414,4.52175499609178,6.13290210434846e-6,8.6061342620657e-4,Up,"Glutamine synthetase, N-terminal domain superfamily;Glutamine Synthetase;Glutamine synthetase/guanido kinase, catalytic domain;Glutamine synthetase, N-terminal domain;Glutamine synthetase, catalytic domain",glutamine biosynthetic process
ACROYT_G019623,510.795997786756,1.31907249269308,0.292798372942338,4.5050540391932,6.6356054177684e-6,9.1452861811315e-4,Up,Lactose permease-like,major facilitator superfamily
ACROYT_G003819,57.6802631773926,-2.26575681736829,0.504016739110421,-4.49539993724673,6.94393071693553e-6,9.4855322607625e-4,Down,"Sushi/SCR/CCP domain;Sushi/SCR/CCP superfamily;-;Galactose-binding-like domain superfamily;NELL2-like, EGF domain;Coagulation factor 5/8, C-terminal domain;SEZ6/CSMD/C4BPB Neuronal & Immune Regulators",Domain abundant in complement control proteins; SUSHI repeat; short complement-like repeat (SCR)
ACROYT_G011861,15.295343119082,-4.63085916231458,1.03811401009675,-4.46083871065666,8.16395172416522e-6,0.00108843315137295,Down,"CTHRC1, C-terminal domain",Collagen triple helix
ACROYT_G037351,382.156760094948,1.67513287879494,0.375553967478368,4.46043185229144,8.17946654309806e-6,0.00108843315137295,Up,Ammonium transporter AmtB-like domain,ammonium transmembrane transporter activity
ACROYT_G017986,33.52038831175,-1.95695189047648,0.439878730195192,-4.44884409302561,8.63336531415827e-6,0.00113901390589185,Down,"ILEI/PANDER domain;Cell surface hyaluronidase CEMIP/CEMIP2;Glycoside hydrolase, family 5;Glycoside hydrolase superfamily",Cellulase (glycosyl hydrolase family 5)
ACROYT_G006374,49.8180837435956,1.27004817331787,0.286062099032664,4.43976387509082,9.00576319970149e-6,0.00115297669452454,Up,Histone-fold;CENP-S/Mhf1,resolution of meiotic recombination intermediates
ACROYT_G012882,61.4507300147012,-2.07342613658966,0.466845027989231,-4.4413585071693,8.93927181537056e-6,0.00115297669452454,Down,"CTHRC1, C-terminal domain",Collagen triple helix
ACROYT_G033199,6040.42521811444,-1.1363969151534,0.256007996257959,-4.43891179870938,9.04148568924303e-6,0.00115297669452454,Down,"Receptor Tyrosine Kinase;SEA domain;Fibronectin type III;Fibronectin type III superfamily;-;Serine-threonine/tyrosine-protein kinase, catalytic domain;Protein kinase-like domain superfamily",Fibroblast growth factor receptor
ACROYT_G034689,203.118764468983,-2.95860361841504,0.666634042142356,-4.43812261508128,9.07469219929724e-6,0.00115297669452454,Down,SH2 domain superfamily;-,Src homology 2 domains
ACROYT_G037998,79.7533241705819,1.90178606534306,0.428598219438854,4.43722343931571,9.11266887354201e-6,0.00115297669452454,Up,HAD-like superfamily;Thiamine Salvage Pathway TenA,TENA/THI-4/PQQC family
ACROYT_G000366,57.1295199085773,-1.04689374160268,0.23661495298326,-4.42446146536119,9.66831586726708e-6,0.00120354938489625,Down,PDZ superfamily;PDZ domain,"Domain present in PSD-95, Dlg, and ZO-1/2."
ACROYT_G030607,382.726291265385,1.38667274192962,0.313361459983621,4.42515407606953,9.6373473695003e-6,0.00120354938489625,Up,Fatty acid desaturase;Cytochrome b5-like heme/steroid binding domain;Cytochrome b5-like heme/steroid binding domain superfamily;Fatty acid desaturase domain,fatty acid desaturase
ACROYT_G001549,86.8403118809442,-3.36437152894108,0.76127934507379,-4.41936531013458,9.89911935729992e-6,0.00120481852189557,Down,NA,NA
ACROYT_G017491,27.1443868821571,2.18045025973382,0.493227089341581,4.42078366507514,9.83435928607582e-6,0.00120481852189557,Up,Fatty acid desaturase domain;Fatty acid desaturase,Fatty acid desaturase
ACROYT_G027245,49.8595973037223,1.2166362195273,0.275315011409987,4.41906968056869,9.91266858517349e-6,0.00120481852189557,Up,Glutathione S-transferase Kappa/NadH;Thioredoxin-like superfamily;DSBA-like thioredoxin domain,DSBA-like thioredoxin domain
ACROYT_G010214,141.482945816013,1.11731442849262,0.252950392116731,4.4171286675729,1.00020695930718e-5,0.0012061870799895,Up,"P-loop containing nucleoside triphosphate hydrolase;Translation elongation factor EF1A/initiation factor IF2gamma, C-terminal;Elongation factor Tu, domain 2;Translation protein, beta-barrel domain superfamily;-;Translational (tr)-type GTP-binding domain;Elongation factor Tu (EF-Tu), GTP-binding domain;Translation elongation factor EFTu/EF1A, C-terminal;Translation elongation factor EFTu-like, domain 2;Elongation factor Tu GTPase",translation elongation factor activity
ACROYT_G024293,124.756721450858,-1.29752233709194,0.293928476907055,-4.41441520313202,1.01283405687029e-5,0.00121194624045348,Down,Snail/Krueppel C2H2-type Zinc-finger;Zinc finger C2H2 superfamily,Metal ion binding
ACROYT_G006635,437.937243550527,-4.32672881347624,0.982185954107135,-4.40520330736097,1.05684710628207e-5,0.00125488399481308,Down,NA,Cysteine-rich and transmembrane domain-containing protein 1
ACROYT_G031846,478.039874993223,1.01058286990622,0.230031169587404,4.39324319273277,1.11672085924733e-5,0.00129606790852194,Up,"Ubiquinol-cytochrome c chaperone;Ubiquinol-cytochrome c chaperone, CBP3",respiratory chain complex III assembly
ACROYT_G020690,140.695012243576,1.22487610609063,0.280047325399062,4.3738182621284,1.22092032232641e-5,0.00140642732055451,Up,Kinesin motor domain;Kinesin-like protein KIF11-like;P-loop containing nucleoside triphosphate hydrolase,Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family
